,text,BIO_anno
2170,哪里申请啊中国工商银行app里没找到,O O O O O O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O
2171,没看到这种卡呀，我在农行看了个遍,O O O O O B-PRODUCT O O O O B-BANK I-BANK O O O O
2172,老哥，你这个授信批2w叫放水？别误导人,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O
2173,昨天申请的，还没批??估计凉凉,O O O O O O O O O O O O O O O
2174,晚上8点通一出卡号，其实已经批了，就看额度咋样了,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
2175,真的假的，，上面显示已受理,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
2176,我已经办了，建设银行的,O O O O O O B-BANK I-BANK I-BANK I-BANK O
2177,已经做了，放心吧,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2178,信用信息不可信，一般是查征信,O O O O O O O O O O O O B-PRODUCT I-PRODUCT
2179,标准就不是大白了,O O O O O O O O
2180,不敢惦记大妈的白金，准备守金守到老…,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O
2181,工行的标准白是大白，简约白是小白。,B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O
2182,大美青海信用卡??只有一个账户??你可以去了解一下??权益不错??金卡5次免??白金15次或5000免,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2183,中国：银联白、全币白共享50K；,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O
2184,最好接电话，银行催，你就还。不过我中间有过3个月没还，且失联我是被起诉了，现在限高,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2185,五万？这个额度还是可以的,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
2186,到七星一般多少次目前六星,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
2187,怎么认证的？出示资产不？房产什么的，反正建行是很麻烦,O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O
2188,当心942我之前5砖刷6星，进灰房子3年才出来，现在直接50砖一步到位，刷星还有有风险,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
2189,工行没有宽限期吧，最好人工问一下,B-BANK I-BANK O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
2190,兄弟你这是在跟人机聊天，你点它头像看看吧，它今天已经发了一百多条贴子出来了，还没算之前发的！你被坑了，哈哈哈,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O
2191,哎，这里也来屠版了,O O O O O O O O O
2192,你一定要去，因为我想提额,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
2193,我也是申请通过了，开通失败，不知道怎么办？等工行的通知吧,O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O
2194,我申卡里面连生肖白都看不到，只能看到生肖金卡级别的，是地区不支持还是我级别不够申请啊,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
2195,老哥浙江的（除了宁波），我的也是线上看不到任何白金卡，杭州地区的……,O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
2196,应该是app错了。“APP、网银年费显示不准确，系网银自动抓取标准年费记收算法所得，部分特殊政策卡种年费不准确，如奋斗白金卡、星座白金卡、上海旅行白金卡、半岛菁英白...,O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O
2197,医护卡只能医护人员才能申请？,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
2198,我征信花??到时候去工行按揭车能不能过啊？,O O O O O O O O O O B-BANK I-BANK O O O O O O O O O
2199,不是工行的短信，话说县城居然没工行？啥地方啊,O O B-BANK I-BANK O O O O O O O O O O O B-BANK I-BANK O O O O O
2200,很简单分辨，你不要看这个短信，直接用工商银行正规的app查询，或是打客服电话查询！这样就可以分辨真假了...,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
2201,尊享写成尊亨……不过疑惑的是为什么号码会是95588，可能是骗子,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2202,白金卡年费太高了，暂时不打算,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O
2203,大佬，小白金有推荐的吗,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O
2204,工行额度都是0,B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O
2205,浦发大额也多,B-BANK I-BANK B-COMMENTS_ADJ O O B-COMMENTS_ADJ
2206,招行兴叶光大是我考虑的顺序，个人亲向招行，可是我没有工作，工作那里没法填，怎么填？,B-BANK I-BANK O O B-BANK I-BANK O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O
2207,原来申请信用卡的工作单位，座机可以填自己的另外一个手机号，招商应该是不打座机的，没有工作不考虑光大，光大首卡要去工作地点拍照...,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O O O
2208,为啥没工作额度还能这么高？是做了什么吗？,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ O O O O O O O O
2209,跟信用卡申请完全没关系，有关系的楼上提了,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O
2210,他马了个逼的，我征信应该没什么问题呀，没有逾期记录，也没多少负债啊？怎么审批不通过呢？,O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
2211,没事，多申请几次就行了！我连申六次才过去，浦发的就是这样的,O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O
2212,工行没有宽限期，一天就上征信,B-BANK I-BANK O O O O O O O O O O B-PRODUCT I-PRODUCT
2213,你APP点一下立即还款，上面自然就会显示出最优还款金额，这个金额就是你要还的，如果还完了就会说本期账单已还清。,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O
2214,更郁闷的是，前一阵我的基金也亏钱了,O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O O
2215,异地的应该都办不了吧？反正工行是这样的,O O O O O O O O O O O O O B-BANK I-BANK O O O O
2216,上海旅游小白金还有CIP吗？客服也不清楚。,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
2217,白金卡年费我是用大额定存解决的,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O
2218,全球银行1000强，前20强，工商银行在列,O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O
2219,毕竟宇宙第一行，连续9年蝉联榜首了吧，还是很牛的,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2220,银行定期1.75%，活期0.3%，存1W分别是175元和30元,O O B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O
2221,香白3136的环球双标M，7天了，还没收到，要很久吗？,B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2222,1）接30容易姐出来，调平额度到30。马上还清。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O
2223,拢共分三步：1）接30容易姐出来，调平额度到30。马上还清。2）再借20出来。调平额度到50，再还清。3）拍拍手，收工！...,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O
2224,第一次借了30w，额度可以调整为10+30，马上借的按钮变成灰色。还了以后再借了20w，就可以调整为50w了，感谢大佬,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2225,为啥不直接一次性借出50w？建行是开玩笑么,O O O O O O O O O O O O O O B-BANK I-BANK O O O O O
2226,已销：交通民生浦发中行,O O O B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK
2227,转账用。所以我觉得还是中行的最好，什么都不需要。APP也还行。,O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O
2228,转账说一天几十万都可以，随便转，不给办，我要有五百万当时就把卡扔他脸上了。。。转账还限额,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N
2229,现在不能自助调平信用卡额度了，改不改柜面作用不大了，就是想问问还有什么别的作用没。。。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2230,反正我上次去申请u盾经理说要收费，不是大额转账没什么必要办,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O
2231,不是拿来做菠菜基本没用，工商的app日累计20w，月累计100w根没用,O O O O O O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O
2232,我去办说手机能转20万不给办??我就说以前有口令卡??丢失了??不能转账??就给办了,O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O
2233,u盾，密码器随便用，想用哪个用哪个,O O O O O O O O O O O O O O O O O
2234,如果单纯是限额问题，微众卡能满足你；如果是网银的权限问题，那就只能死磕Ukey了。,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O
2235,这个微众卡的限额够吗？,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O
2236,主要还是今年严打菠菜和杀猪盘诈骗洗钱。,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
2237,密码器估计可以办，U盾别想了，建行也这样，上次我去办一个，说现在严格，必须要流水申请，达到1000W还是多少，现在一般手机银行最高都可转100W了，所以要不要U盾无所谓，...,O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
2238,能啊，上次9月我还调平过。,O O O O O O O O O O O O O
2239,那个微众？网贷平台么,O O O O O B-PRODUCT I-PRODUCT O O O
2240,我这里跨省的信用卡账户目前调整不了,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O
2241,卡里钱不多可能，不知道多存点钱会不会不一样,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O
2242,换个网点～020是办u盾给手续费就可以～～好像20～,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O
2243,民生是这样，给钱也不给办，要拿银行日均转账20万的流水才给办，别的行办也挺费劲,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O
2244,这个卡是不是没有点数可以龙腾吃饭？必须3136外币白金卡才可以吗？直接刷20第二年没有完全版龙腾可以用吗？如果是异地,O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2245,无界卡或者单币卡,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O
2246,香白3136环球双M，结果今天去领卡，是国航白，无语！不知道是不是柜台人员操作失误了国航白有没有必要留？,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2247,你都已经开了，已经谈不上什么值不值得的问题了,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2248,办了光芒金卡。不喜欢大白金的年费政策,O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O
2249,还行吧，你的额度够大，返现是可以覆盖年费的,O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
2250,你可看看e生活，里面会显示年费，看是哪种。一万15次的话，我也申。,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O
2251,最近天天说到这个盾（其他品牌不一一说了）。可不可以这么认为，拿不到盾的，算不算银行不信任你，或者说，没资格不配拥有。如果说融e借，有些银行说你可以来柜台,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O
2252,这种说法不成立，简单的说：有需求就上（转账限额，意味着大额转账，有钱）。没需求要也没用（小额转账，手机银行即可，达不20万以上）。纯收藏、或个人收集爱好请忽略...,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2253,很多是为了手机银行的全功能一个权限，不希望出现某一个有用功能不能使用，需要安全工具，偏偏又没有。??早期的时候工商自查征信，必须U盾（后来才支持刷脸的），这就...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O
2254,我也打算过几天申请，万一哪天门槛越来越高不给办就亏了,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ O
2255,说白了，工行系统不完善。比如中行自助添加新卡，人脸识别就可以，功能不会残缺；工行自助添加新卡，得借助安全工具才能实现完整功能。...,O O O O B-BANK I-BANK O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O
2256,如果空手申请提前就要准备几点几率还是很大的,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2257,我打电话投诉了。网点让我星期一去办，这浦发真的是非要投诉才可以,O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O
2258,工商对安全要求太高，比如说开通对外转账，刷脸加u盾再加密码，三要素才能对外转账，要么就是去柜台开通,B-BANK I-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2259,我没U盾可以加新卡啊，验证码就行,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O
2260,啊，这段时间说我名下没有可手动调额的卡。就是因为这个没有U盾？,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O
2261,工行农行招行盾在手??其他没得了,B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK B-PRODUCT O O O O O O O O O
2262,就是柜员或网点的个人行为吧；我要盾没用，去办卡说盾就给了，也没要钱，我同事密码器已不够用了，去申请盾，不给，最后还是给了密码器。你说气人不气人...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2263,一个月转转限额100万，去补个盾还没有，真是店大欺客，废了以后改用招商方便，服务也好,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-BANK I-BANK O O O O O O O
2264,工行金卡10万的太多了。,B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2265,最优还款是什么意思呢,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O
2266,我的最优就是全额，不知好事还是坏事,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2267,最优就是最低的意思吧，俺文化低从来不去工行app看，直接看云闪付,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT
2268,兑礼品。充话费试试，各种羊毛都可以薅起来，超值,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2269,工银码银联今天没到账，有一样的么,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O
2270,深圳工行有个一元店，什么十块钱外卖券，视频会员各种羊毛都是一块钱，不过手也要快,O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2271,缓冲期什么意思啊，而且我工行信用卡一个月都花不了300块钱怎么还是5星级,O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O
